PN,No.,Gloss,Chinese,Frame,PB (Matisoff 2003),PN (Bradley 1979b),PTB,PLa,PLa initial,PLa rhyme,PLa tone,CW-QY,C-WC,C-LJ,C-LB,C-CJ,C-QS,CE-YA,W-SZP,W- SLZ,W-DT,W-YL,E-DC,E-HS,E-TS,XZ,YL (young),YL (old),MD,Eka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,44,yesterday-1,昨天,他__过来,,*ʔəmi¹,,a²ʔni³,0,a,2,aŋ³³,ɑ̃³³,aŋ³³,ɑ²¹nɑ³³,an³³,ɑn³³,a²¹nɛ³³,"an³³, a³³na³³",a³³ni³³,a²¹ni³³,a⁴⁴na³³,a²¹nɛ³³,a²¹ni³³,a²¹nə³³,a²¹ɲi³³,a²¹ni³³,a²¹ni³³,a²¹ni³³,a²¹mi²⁴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,233,cheeks,颊,他的__很大,,*ba²,,ba²,b,a,2,ba̤²¹kʰə⁵⁵tsɿ³³,pʰu̥²¹mi̠³³bɑ²¹,ba²¹wu²¹,bɑ²¹kʰɑ²¹,bɑ²¹tɕɛ⁵⁵,ba²¹wu²¹ko̠³³lo̠³³,"bo̠u²¹, ba²¹wu²¹","ba²¹gv̩²⁴, pʰu²¹gu²⁴",ba²¹la³³kʰɛ˞⁴⁴,bo²¹lo³³kʰɛ˞⁴⁴,bɐ²¹kɛ³³,,pʰa²¹mi³³hi²¹tʰɛ²¹,bɔ²¹kɛ⁵⁵,bo²¹tɛ˞⁴⁵³,ba²¹wv̩²¹te³³,,,pʰa̠ʔ²¹ni³³kʰu²¹tsuɛ⁵⁵jo³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.1,343,father,父亲,他的__很好,,*ʔəba²,,a¹ba²,b,a,2,a⁵⁵ti³³,ɑ⁵⁵ti³³,a⁵⁵ti³³,ɑ⁵⁵bɑ²¹,"ɑ⁵⁵ti³³, ɑ⁵⁵bɑ²¹",ɑ⁵⁵bɑ²¹,"a⁵⁵ti³³,a⁵⁵ba²¹",a⁴⁴ba²¹,"a⁵⁵ti³³, a⁵⁵ba²¹",a⁴⁵bo²¹,ɐ⁴⁴bɐ²¹,a⁵⁵bɔ²¹,a⁵⁵bɔ²¹,a⁵⁵ti³³,a³⁵je²¹,a⁵⁵tiɛ³³,,a⁵⁵bə²¹,ao³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379.1,416.1,blanket (a)-2,被子,他有三张__,m-papH,*[bo˧],,ʔla²ba²,b,a,2,ʔla²¹ba²¹,mɛ⁵⁵lɑ²¹bɑ²¹,lɑ²¹bɑ²¹,,lɑ²¹bɑ²¹,,la²¹ba²¹,,,,,lɔ²¹bɔ²¹,la²¹ba²¹,lɔ²¹bɔ²¹,,ɛ˞⁵⁵vv̩⁵³la²¹ba²¹,,la²¹bo²¹,la³³bo²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,433,kitchen knife,菜刀,桌上有三把__,,,,a¹tʰa²ba²,b,a,2,a⁵⁵tʰa̤²¹ba̤²¹,ɑ⁵⁵tʰɑ²¹bɑ²¹,a⁵⁵tʰa̤²¹ba̤²¹,ɑ⁵⁵tʰɑ²¹bɑ²¹,ɑ⁵⁵tʰɑ²¹bɑ²¹,ɑ⁵⁵tʰɑ²¹bɑ²¹,a⁵⁵tʰa²¹ba²¹,a⁵⁵tʰa²¹ba²¹,a⁵⁵tʰa²¹ba²¹,a⁵⁵tʰo²¹bo²¹tao³³,ɐ⁵⁵tʰɐ²¹bɐ²¹,ja²¹ɣə²⁴a⁵⁵tʰɔ²¹,a⁵⁵tʰɔ²¹ba²¹n̩⁵⁵tʰɛ³³,a⁵⁵tʰɔ²¹ba³¹,a³⁵tʰo²¹bo²¹tao³³,bo³³tao³³,,a⁵⁵tʰɛ²¹lɛ²¹,a²⁴tʰo³³pʰa̠³³pʰaʲ⁵⁵jo³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,970,side,边,,ʔ-bakᶫ,*pa²,,ba²dzi¹,b,a,2,beʲ̤²¹,,dʑi⁵⁵,dzi⁵⁵,dʑy⁵⁵,,kʰu⁵⁵,dze²⁴,bɛ˞²¹,bo²¹,bɐ²¹dzɿ²⁴,pʰia²¹,bɔ²¹dʑi²⁴,dʑi²⁴bɔ²¹mɛ³³,,piɛ³³piɛ³³lai²¹,,dʒə⁵⁵,ɛ³³kʰɛ²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,4.1,moon-2,月亮,很好,s-/ʔ-la³; mwatᶫ,*bəla³,,xa³ba³,b,a,3,xa³³ba³³kʰɨ⁵⁵,xɑ³³bɑ³³kʰɨ⁵⁵,xa³³ba³³kʰɨ⁵⁵,xɑ³³bɑ³³kʰɨ⁵⁵,xɑ³³bɑ³³,xɑ³³bɑ³³,xa³³ba³³la³³,xa³³ba³³kʰə³³,"xa³³ba³³kʰɨ²¹, a²¹liaŋ⁵⁵boŋ²¹",a⁴⁴bo³³,xɐ³³ba³³kʰɨ⁵⁵,xa³³bɔ³³bɔ³³,xa³³bɔ³³mɔ³³,a³³bɔ³³kʰɨ⁵⁵,,xa³³ba³³kʰɨ³³,xa³³ba³³kʰɯ³³,xo³³bo³³mo³³,xa⁵⁵bo³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,819,bright; light,亮 (房子很亮),它_了,,*m-ba³,,ba³,b,a,3,ba³³,bɑ³³,ba³³,bɑ³³,bɑ³³,bɑ³³,ba³³,ba³³,liaŋ⁵⁵,bo³³,bɐ³³,bɔ³³,bɔ³³,lia³³,liaŋ⁴⁵³,liaŋ⁵³,,maŋ³³,bo³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,338,deaf,聋(子),村里有三个__,,*baŋ¹,,ʔna²baŋ²,b,aŋ,2,ʔna²¹bu²¹,nɑ²¹bu²¹,ʔna²¹bu²¹,nɑ²¹bu²¹,nɑ²¹bu²¹,nɑ²¹bu²¹,na²¹pɨ⁵⁵bu²¹a²¹pɑ²¹,na²¹bu²¹,na²¹bu²¹(bu²¹),na²¹pa²¹kʰy²¹,na⁵⁵bu²¹,na²¹ba²¹kʰə²¹,nɔ²¹ba²¹,na²¹ba²¹,na²¹ba²¹,na²¹bu²¹,,tʰa²¹,na³³tʰa⁵⁵ko²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,776,stir (b),搅拌,他__过,ryaw,*m-kokH,,baŋ²,b,aŋ,2,,,,,,,paŋ³³,,,ba²¹,,,,ba²¹,,ba²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,880,rich (a),富,它_了,,,,baŋ³,b,aŋ,3,bu³³,bu³³,bu³³,bu³³,bu³³,fi²¹,,,,bu⁴⁴,bu³³,,sɔ⁵⁵,,,,,ba³³,ba³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,273.1,breast-3,乳房,,C-tʃupᶫ 'suck/breast/milk',*loŋ² & no³,,a¹tʃɨ̠Hbe̠H,b,e̠,H,a⁵⁵tʂʅ̠³³bɛ̠³³,ɑ⁵⁵tʂʅ̠³³biɛ̠³³,ĩ⁵⁵tʂʅ̠³³,,a⁵⁵tsɿ̠³³,a̠⁵⁵tsɿ̠³³bi̠³³,a⁵⁵tsɿ³³biɛ³³,i⁴⁴tʂʅ⁴⁴bɛ⁴⁴,a⁴⁴tʂʅ⁴⁴be⁴⁴,a⁴⁴tʂʅ⁴⁴be⁴⁴,po²¹po²⁴,a⁵⁵tsɿ³³bei³³,a⁵⁵tsɿ³³bi³³,a⁵⁵tsɿ³³bi³³gu³³,a⁴⁴tʂʅ⁴⁴bɛi⁴⁴,a⁵⁵tsɿ⁵⁵bi⁴⁵³,,,o²⁴tɕi³³ɕɛ²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,535,say,说,他__过,,*ʔukH,,be̠H,b,e̠,H,bɛ̠³³,biɛ̠³³,bæ̠³³,biɛ̠³³,bi̠³³,biɛ̠³³,biɛ³³,bɛ⁴⁴,be⁴⁴,be⁴⁴,bɛ⁴⁴,bei³³,bi³³,bi³³,bi³³,bei⁵³,,bɛ̠³³,tʰɨ²⁴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,389,fire,火塘,他家有三个__,,,,a¹to̠ᶫbe̠ᶫ,b,e̠,L,a⁵⁵to̠²¹bɛ̠²¹,a⁵⁵to̠²¹kɨ⁵⁵li³³bi̠²¹,a⁵⁵to̠²¹bæ̠²¹,ɑ⁵⁵to̠²¹biɛ̠²¹,ka⁵⁵by²¹,kɛ⁵⁵by²¹,ka⁵⁵vi²¹,"a⁴⁴tu⁴⁴lu⁴⁴be⁵³, a⁴⁴tu⁴⁴lu⁴⁴ka⁵³",a⁴⁴tu⁴⁴ka⁴⁴be⁵³,a³³tu⁵⁵kʰɨ³³,kɐ⁵⁵lɛ⁵⁵bɛ⁴⁵³,a⁵⁵tu⁴²bei⁴²,a⁵⁵tɔ̠²¹bi̠²¹,a⁵⁵tu̠²¹bi̠²¹,a³³tu³³bɛi³³,a⁴⁴tu⁴⁴bei⁵³,,a⁵⁵to²¹kʰu²¹pɨ⁵⁵,a²⁴tu̠ʔ³¹kʰu³³bi²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,734,crack open; split open,裂开 (墙裂开),它__过,s-lapH,,,be̠ᶫ,b,e̠,L,bɛ̠²¹,biɛ̠²¹,bæ̠²¹,biɛ̠²¹,bi̠²¹,biɛ̠²¹,biɛ̠²¹,bɛ⁵³,be⁵³,be⁴⁵,bɛ⁴⁵³,bei⁴²kʰe⁵⁵,bi̠²¹fɤ̪⁵⁵,bi̠²¹kʰy⁵⁵,bɛi³³,bai⁵⁵,,bɛ̠²¹kæ⁵⁵,bi²¹tuʲ²⁴jo⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,187.1,persimmon-2,柿子,桌上有三个__,,,,mu²bɛ¹,b,ɛ,1,m̩²¹bɛ⁵⁵,m̩²¹bɛ⁵⁵,m̩²¹bɛ⁵⁵,m̩²¹bɛ⁵⁵pʰu²¹,m̩²¹bɛ⁵⁵,m̩²¹bɛ⁵⁵,m̩²¹bɛ²⁴,m̩²¹bɛ²⁴,m̩²¹bɛ˞²⁴,m̩²¹bɛ²⁴,bɛ²⁴pʰu²¹,m̩²¹bɛ²⁴,m̩²¹bɛ²⁴,m̩²¹bɛ²⁴,ʝi³⁵³bɛ˞²⁴ʔø³³,a⁵⁵m̩²¹bɛ˞³³,a⁵⁵m̩²¹bɛ˞³³,,a²⁴tʰo⁵⁵ɕi³³pʰi²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,392.1,dry field-2,田 (旱田),他有三块__,hya¹,*r-ya¹,,mi¹bɛ¹,b,ɛ,1,mi⁴⁵,mi⁵⁵bɛ⁵⁵,,,mi⁵⁵,fɛ³³mi⁵⁵,mi²⁴bɛ³³,mɛ²⁴ba³³,m̩²⁴bɛ˞³³,m̩²⁴bɛ˞³³,mi²⁴,mi²⁴bɛ²⁴,mi²⁴bɛ˞²⁴,m̩³³bɛ²⁴,m̩³⁵bɛ˞³³,m̩³³bɛ˞³³,,,mi²⁴kʰa²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,398.1,graveyard-2,墓地,村里有三块__,,,,mo̠H/ᶫbɛ¹kʰy¹,b,ɛ,1,mo̠²¹bɛ⁵⁵kʰy⁵⁵,,jɛ²¹zo³³ty²¹ɣɨ⁵⁵,,mo̠̠²¹bɛ⁵⁵kʰy⁵⁵,li²¹bɛ⁵⁵mi⁵⁵,no̠²¹bɛ²⁴kʰu⁵⁵,mv̩⁴⁴ba³³tɛ³³,mv̩⁵⁵bɛ˞³³kʰɨ³³,m̩⁴⁴bɛ³³di²¹,mo⁴⁴bɛ³³ku⁴⁴,mu⁴²bɛ²⁴kʰə⁵⁵,li²¹bɛ²⁴bu²¹,mu²¹bɛ²⁴kʰu⁵⁵,mo²⁴bɛ˞²⁴ty²¹gɨ²⁴,,,liŋ²¹dʒo⁵⁵ti⁵⁵,li²¹dzu³³a⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,809,flat,平 (路很平),它_了,pleŋ; pe:r (PTB),*ʔ-bra²,,bɛ¹,b,ɛ,1,,,,,tɛ²¹py²¹,,bɛ²⁴,mi⁴⁴tʰɛ⁵³,bɛ˞²⁴,bɛ˞²⁴,pʰĩŋ²¹,bɛ²⁴,bɛ˞²⁴,bɛ²⁴,bɛ˞²⁴,bɛ˞³³,,ta²¹go³³,ta²⁴dɛ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,107,duck (a),鸭子,他家有三只__,,*ʔ-bay² & *ɡapL,,a¹bɛ²,b,ɛ,2,,,,,,ɑ⁵⁵bɛ²¹,,,,,,,,,,,,a⁵⁵bɛ²¹,a²⁴bɛ²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623.1,589,slice in half,切 (切苹果、西瓜),他__过,"*ʔ-brakᶫ, OR C-pratᶫ",*ʔ-brakH,,bɛ²,b,ɛ,2,bɛ²¹,bɑ²¹,bɛ²¹,bɛ²¹,bɛ²¹,bɛ̠²¹,bæ²¹,bɛ²¹,bɛ˞²¹,bɛ˞²¹,liɛ⁴⁵³,bɛ²¹,bɛ˞²¹,,bɛ˞²¹,tsʰai³³,,bɛ²¹,bi²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,939,half (b),半 (一半),__个很好,,*[khwɛ] & *pakH,,bɛ²,b,ɛ,2,,,,,,,,,bɛ˞²¹,,bɛ²¹,,,,bɛ˞²¹,a³³bɛ˞²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,745,birth (c),生 (生孩子),他__过,"ʔpwa¹ (JAM 1970), braŋ",baw³ be born,,bɛ³,b,ɛ,3,,,,,,,bɛ²⁴,,,,,,bɛ²⁴,,,,,,ba³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
