PN,No.,Gloss,PLa,CW-QY,C-WC,C-QS,C-LJ,C-LB,C-CJ,CE-YA,W-SZP,W- SLZ,W-DT,W-YL,E-DC,E-TS,E-HS,XZ,MD,Eka,YL,YL (old),PTB,Chinese,Frame,PB (Matisoff 2003),PN (Bradley 1979b),PLa initial,PLa rhyme,PLa tone
,146,nest (b),ty¹,,,kʰɛ⁵⁵ty⁵⁵,kʰɨ⁵⁵ty⁵⁵,,kʰɨ⁵⁵ty⁵⁵,kʰɨ⁵⁵ty⁵⁵,kʰɨ²⁴,ty²⁴,"ty²⁴, kʰɨ²⁴",kʰɨ⁴⁴,,,kʰɨ⁵⁵tɨ⁵⁵,by²⁴,,kʰi²⁴,tə³³tə³³,,,窝 (鸟窝),树上有三个__,kʷəy¹,,t,y,1
86,147,egg,fu³,fv̩³³,fv̩³³,fv̩³³,fv̩³³,fv̩³³,fv̩³³,xə³³,fv̩³³,fv̩³³,fv̩³³,fv̩³³,fɤ̪³³,fɤ̪³³,fɤ̪˞³³,fɤ̪˞³³,jɛ²¹fu³³,ɛ³³fv̩³³,fv̩³³fv̩³³,,,蛋,桌上有三个__,ʔu³,*u³,f,u,3
83,148,wing,du¹le̠ᶫ,də⁵⁵lɛ̠²¹,dv̩⁵⁵liɛ̠²¹,dv̩⁵⁵li̠²¹,dv̩⁵⁵læ̠²¹,dv̩⁵⁵liɛ̠²¹py³³,dv̩⁵⁵li̠²¹,də²⁴li̠²¹,dv̩²⁴le⁵³,dɤ̪²⁴le⁵³,dv̩˞²⁴le⁵³,dv̩²⁴lɛ⁴⁵³,dɤ̪²⁴lei⁴²,dɤ̪²⁴li²¹,dɤ̪˞²⁴li̠²¹,dɤ̪˞²⁴lɛi³³,du⁵⁵lɛ̠²¹,ɛ²¹dv̩²⁴li²¹,dɤ̪³³lai⁵³,dɤ̪²⁴lei⁵³,,翅膀,三只,duŋ¹,*doŋ¹,d,u,1
,149,talon (a),kʰi¹kji³,,kʰɨ⁵⁵tɕɛ³³,kʰɨ⁵⁵tɕy³³ly³³,,kʰɨ⁵⁵tɕɛ³³lɛ³³,kʰɨ⁵⁵tɕɛ³³lɛ³³,kʰɨ⁵⁵tsua³³,kʰɨ⁴⁴tɕi⁴⁴,kʰɨ²⁴tɕi³³le⁵³,kʰɨ²⁴tɕi³³,kʰɨ⁴⁴tɕiɛ⁴⁴,,kʰɨ⁵⁵tɕa³³la³³,,,,,,,,爪,三只,,,kʰ,i,1
,149,talon (b),kʰi¹kaŋ³,kʰɨ⁵⁵ko³³,,,kʰɨ⁵⁵ko³³lɛ³³,,,,,,,,,,,kʰɨ⁵⁵ka³³la³³,,,,,,爪,三只,,,k,aŋ,3
,150,hoof,kʰi¹by̠ᶫ,bø̠²¹,by̠²¹,by̠²¹kʰɨ²¹,by̠²¹,by̠²¹,by̠²¹,by²¹tsʰæ²¹,kʰɨ⁴⁴by⁵³,,kʰɨ²¹by³⁵⁴,tʰi²¹,bə⁴²,bʉ²¹,bɨ̠²¹,tʰi²⁴,kʰi⁵⁵bɑ̠²¹,kʰi⁵⁵bə²¹,tʰi²¹kʰɛ˞³³,,,蹄,三个,dakᶫ,,b,y̠,L
82.1,151,horn,kʰo¹,kʰə⁵⁵,kʰv̩⁵⁵,kʰv̩⁵⁵,kʰv̩⁵⁵,kʰv̩⁵⁵,kʰv̩⁵⁵,kʰɨ⁵⁵,kᶠʰv̪̪²⁴,kʰɤ̪²⁴,kʰv̩˞²⁴,kʰɨ⁴⁴vɐ²¹,kʰə⁵⁵,kʰɤ̪⁵⁵,kʰɨ⁵⁵,kʰɤ̪˞⁵³,jɛ²¹kʰɨ⁵⁵,ɛ³³kʰɨ²⁴,kʰɤ̪³³,,,角,三个,krəw¹,*kro¹,kʰ,o,1
84,152,tail,ʔmɛ²pʰɛ²,,,,mɛ²¹pʰɛ²¹,,na²¹pʰɛ²¹,,,,,ma⁴⁴pʰa²¹,,,,,,,,,,尾巴,三条,mayXmeyXmi; m-ba²/³,*daŋ¹ ʔ-mri²,pʰ,ɛ,2
84,152,tail,ʔmɛ²,ʔmɛ̤²¹,mɛ̠²¹,mɛ²¹,mɛ²¹pʰɛ²¹,mɛ̤²¹sɿ²¹dzɿ⁵⁵,na²¹pʰɛ²¹,mɛ²¹sɿ²¹dzɿ³³,mɛ⁵³,mɛ˞²¹,mɛ˞²¹,ma⁴⁴pʰa²¹,mɛ²¹,mɛ²¹,mɛ²¹sɿ²¹dzɿ³³,mɛ˞²¹gɤ̪˞²¹ʂʅ²¹,jɛ²¹mɛ²¹,ɛ³³mɛ̠²¹,mɛ˞²¹tʰɛ˞²¹sɿ³³,,,尾巴,三条,m-ba²/³,*daŋ¹ ʔ-mri²,ʔm,ɛ,2
96.2,153,tusk,dʒɛ¹,dʑɛ⁵⁵,dʑɛ⁵⁵,dʑɛ⁵⁵,dʐɑ⁵⁵,dʑɛ⁵⁵,dʑɛ⁵⁵,dzɛ²⁴,"sɛ²¹fɛ²⁴, ɕy²¹fɛ²⁴",dʐɛ˞²⁴,dʐɛ˞²⁴,ɕy²¹ɣa²⁴ʂʅ⁴⁴,dzɛ²⁴,dzɛ²⁴,dʐɛ²⁴kɛ²¹,dʐɛ˞²⁴,jɛ²¹dʑɛ⁵⁵,ɕi²¹dʑi²⁴,xu²¹ja²¹,,,长牙,三个,dʒway¹,*ʔ-cway¹,dʒ,ɛ,1
,154,cockscomb,kjo¹,a⁵⁵jɛ̠³³kø⁵⁵,ku⁵⁵,ku⁵⁵,tɕy⁵⁵,ky⁵⁵,na⁵⁵ku⁵⁵,kɛ⁵⁵dzɿ³³,kuɛ²⁴,kue²⁴,ky²⁴,kʷø⁴⁴,i³³kə⁵⁵,a⁵⁵ji³³ky⁵⁵,kɛ⁵⁵,kue⁵⁵,jɛ²¹ko⁵⁵,ka̠²¹kɨ²⁴,kei³³,,,冠（鸡冠）,三个,ʔ-gwəy² (just comb),,kj,o,1
303,155,tree,si̠Hdze¹,sɿ̠³³dzɿ⁵⁵,sɿ̠³³dzɿ⁵⁵,sɿ̠³³dzɿ⁵⁵,sɿ̠³³dzɿ⁵⁵,sɿ̠³³dzɿ⁵⁵,sɿ̠³³dzɿ⁵⁵,sɿ³³dzɿ³⁵,sɿ⁴⁴dzɿ³⁴,sɿ⁴⁴dzɿ²⁴,sɿ⁴⁴dzɿ³⁴,sɿ³³dzɿ³³,ɕi³³dzei²⁴,sɿ³³dzɿ²⁴,sɿ³³dzɿ²⁴,sɿ⁴⁵³dzɿ²⁴,ɕi³³dʑɛ⁵⁵,ɕi³³dʑi²⁴,sɿ⁵³,,,树,他家有三棵__,,*sikH & *baŋ² & *dzin¹,s,i̠,H
311.2,156,pine tree,tʰaŋ²dze¹,tʰu̥²¹dzɿ⁵⁵,tʰu̥²¹dzɿ⁵⁵,tʰu̥²¹dzɿ⁵⁵,tʰu̥²¹dzɿ⁵⁵,tʰu̥²¹dzɿ⁵⁵,tʰu²¹dzɿ⁵⁵,tʰu²¹dzɿ³⁵,tʰu²¹dzɿ²⁴,tʰu²¹dzɿ²⁴,tʰa²¹pʰɛ˞²⁴dzɿ³⁴,tʰu²¹dzɿ²⁴,sə⁵⁵dzei²⁴,tʰa²¹pʰɛ⁵⁵dzɿ²⁴,ʃɤ̪⁵⁵dzɿ²⁴,tʰaŋ²¹dzɿ²⁴,tʰu²¹po³³dʑɛ⁵⁵,tʰaŋ²¹dʑi²⁴,tʰa²¹ɕy³³sɿ⁵³,,,松树,他家有三棵__,,*C-gripL & *taŋ² & *ʔ-maŋ² & *jun³,tʰ,aŋ,2
,157,fir tree,ʔŋy¹dze¹,nə⁵⁵dzɿ⁵⁵,y⁵⁵dzɿ⁵⁵,,ʔny⁵⁵dzɿ⁵⁵,n̩⁵⁵dzɿ⁵⁵,a⁵⁵ji³³lɑ³³tɛ⁵⁵dzɿ⁵⁵,so̠²¹liaŋ²¹dzɿ³⁵,ŋo²⁴dzɿ²⁴,,y²⁴dzɿ³⁴,ʂa³³soŋ³³,ŋɯ⁵⁵dzei²⁴,u⁵⁵dzɿ²⁴,ŋ̩⁵⁵dzɿ²⁴,tʰaŋ²¹dzɿ²⁴,,ma²¹pɛ²¹vaŋ⁵³,a⁵⁵ji⁵⁵san³³sɿ⁵³,,,杉树,他家有三棵__,row,,ʔŋ,y,1
,158,willow tree,ɣi¹mɨ²dze¹,ɣɨ⁵⁵ŋ²¹dzɿ⁵⁵,ɣɨ⁵⁵mɨ²¹dzɿ⁵⁵,ɣɨ⁵⁵mu²¹dzɿ⁵⁵,ɣɨ⁵⁵mɨ²¹dzɿ⁵⁵,ɣɨ⁵⁵mu²¹dzɿ⁵⁵,ɣɨ⁵⁵m̩²¹dzɿ⁵⁵,ɣɨ²⁴n̩²¹dzɿ²⁴,ɣɨ²⁴mə²¹dzɿ²⁴,ɣɨ²⁴n̩²¹dzɿ²⁴,ɣɨ²⁴mɨ²¹dzɿ³⁴,ɣɨ²⁴mɨ²¹dzɿ³³,i²⁴mʉ²¹dzei²⁴,və²⁴nə²¹dzɿ²⁴,ɣɨŋ³⁵dzɿ²⁴,vv̩˞²⁴ɲi²¹dzɿ²⁴,,o²⁴muʲ⁵³jo³¹dʑi²⁴,ɲɛ˞³³m̩²¹sɿ⁵³,,,柳树,他家有三棵__,,,ɣ,i,1
295,159,bamboo (a),va²,va̤²¹ma⁵⁵,vɑ²¹mɑ⁵⁵,vɑ⁵⁵n̩²¹tɑ³³,va²¹ma⁵⁵,vɑ̤²¹mɑ⁵⁵,vɑ²¹dzɿ⁵⁵,væ²¹ŋ̩²¹dzɿ²⁴,va²¹ma³³dzɿ²⁴,,,,,,,,wan²¹to⁵⁵,vu²¹do²⁴,,,,竹子,他家有三根__,,*wa² & *ma¹,v,a,2
295,159,bamboo (b),ma¹,ma⁵⁵dzɿ⁵⁵,mɑ⁵⁵dzɿ⁵⁵,mɑ⁵⁵dzɿ⁵⁵,ma⁵⁵dzɿ⁵⁵,mɑ⁵⁵dzɿ⁵⁵,ma⁵⁵dzɿ⁵⁵,mæ³³dzɿ³⁵,ma²⁴dzɿ²⁴,ma²⁴dzɿ²⁴,mo²⁴dzɿ³⁴,mɐ²⁴dzɿ³³,mɔ²⁴dzei²⁴,mɔ²⁴dzɿ²⁴,mɔ²⁴dzɿ²⁴,mo²⁴dzɿ²⁴,mon⁵⁵dʑɛ⁵⁵,,ma³³,ma²⁴,,竹子,他家有三根__,,*wa² & *ma¹,m,a,1
296,160,bamboo shoot,,ma⁵⁵bə̠³³,vɑ²¹mɑ⁵⁵diɛ̠²¹,mɑ⁵⁵bɨ³³,ma⁵⁵ʔny³³,vɑ̤²¹my̠²¹,vɑ²¹m̩²¹bɨ̠³³,ma²⁴bɨ³³,ma²⁴ny⁴⁴,"ma²⁴õ⁵³,ma²⁴mv̩⁵³",mo²⁴ɲy⁴⁴,mo²⁴mɨ²¹,mɔ²⁴dzɛ²⁴,mɔ²⁴dzɛ³³,ma²⁴bɨ³³,mo²⁴dʐɛ˞³³,waŋ²¹,o³³mu²¹tsʰi⁵⁵jo³¹,ma³³mo⁵³,ma²⁴mo⁵³,,竹笋,他家有三根__,,*s-myetL/H,,,
,161,wheat,ʃa¹,ʂa⁵⁵,ʂɑ⁵⁵,sɑ⁵⁵,ʂa⁵⁵,ʂɑ⁵⁵,sɑ⁵⁵,sa⁵⁵,ʂa²⁴,ʂa²⁴dzɿ²⁴,ʂo²⁴,ʂə⁴⁴,sɔ⁵⁵,sɔ⁵⁵,sɔ⁵⁵,ʂo⁴⁵³,kʰa²¹ɕɛŋ⁵⁵,so²⁴,sa³³,sa³³,,小麦,他家有三棵__,,ʃa³,ʃ,a,1
,162,buckwheat,ga²,ɦa̤²¹sɛ̤²¹,ɣa²¹,ɣa²¹,ɣa²¹,ɣɑ²¹,ɣɑ²¹,ɦa̤²¹,ɣa²¹,ɣa²¹kʰa²¹,ɣo²¹,ɣa²¹,gɔ²¹,gɔ²¹,ɣwɔ²¹,go²¹kʰa²¹,go²¹,go²¹,ga²¹kʰa²¹,,,荞麦/荞子,他家有三棵__,g-ra²,,g,a,2
,163,millet,tsʰy̠ᶫ,tsʰø̠²¹,,tɕʰy̠²¹,tɕʰø̠²¹,nɑ²¹,tɕʰy̠²¹,vi²⁴,tɕʰy⁵³,a⁵⁵pɛ˞⁵³,no²¹,tsʰɛ³³tsʰɛ³³,nɔ²¹nə⁵⁵,a⁵⁵tɕʰuɛ²¹,,tsʰʷø³³,tsʰɑ̠²¹,vi²⁴,suei³³pai⁵⁵tsa³³,,,稷,他家有三棵__,,,tsʰ,y̠,L
,164,barley,zi³,zɿ³³,zɿ³³,zɿ³³,zɿ³³,zɿ³³,zɿ³³,tsɿ³³,zɿ³³,zɿ³³,ʂo²⁴,zɿ³³,zɿ³³,zɿ³³,zɿ³³,zɿ³³,,so²⁴,zo³³,,,大麦,他家有三棵__,zəy²,zi¹,z,i,3
,165,sorghum,ʔlu²,ʔlə²¹,na̠²¹,n̩²¹lv̩²¹,ʔlv̩²¹,,m̩²¹lu²¹,,lv̩⁵³,,lv̩³¹,lv̩²¹,,lɤ̪²¹mu²¹,,kao⁵⁵liaŋ⁵⁵,,ko³³lɛŋ²¹,kao³³liaŋ³³,,,高粱,他家有三棵__,,,ʔl,u,2
,166,job's tears,na²baŋ²sɛ²,tsɿ⁵⁵ka⁵⁵,ɣɨ⁵⁵mɨ³³,ɣɨ⁵⁵tsʰɿ²¹,fv̩⁵⁵tsɿ²¹,,,a⁵⁵jɛ̠³³sa³³ma³³dzɿ²⁴,na²¹pu²¹sɛ²¹,na²¹bu²¹sɛ²¹,na²¹ba²¹sɛ²¹,pɛ²⁴dzɿ⁴⁴,,,,ʂʅ²¹sɛ˞²¹,a⁵⁵mu²¹tɕi⁵⁵la³³pɛ⁵⁵,ki³³li³³,ho⁵⁵sɛ˞⁴¹,,,薏苡,他家有三棵__,,,,,2
290,167,corn,ʃa¹mɨ²,"ʂa⁵⁵mʉ̤²¹,ʂam⁵¹",ʂʅ⁵⁵mɨ²¹,ɑ⁵⁵sɑŋ⁵⁵,ʂʅ⁵⁵mɨ²¹,ʂɑ⁵⁵mɨ̤²¹,ɑ⁵⁵sɑ⁵⁵,an⁵⁵sa⁵⁵,ʂʅ⁴⁴mɨ²¹,ʂa⁴⁴mɨ²¹,ʂu⁵⁵mɨ²¹,ʂʅ⁴⁴mɨ²¹,u⁵⁵mɛ⁵⁵,su⁵⁵mu³³,a⁵⁵nia⁵⁵sɔ⁵⁵,ʂu⁴⁵mu³³,sə⁵⁵nə⁵⁵,ka³³sa²¹,tɕi⁵⁵mɨ³³,,,玉米,他家有三棵__,,*ʃa¹ & *C-kokL,ʃ,a,1
,168,ear of grain,ʔny¹,ʔny⁵⁵,ny⁵⁵,ny⁵⁵,ʔny⁵⁵,no⁵⁵,ny⁵⁵,ny³⁵,ny⁴⁴,ny²⁴,ny⁴⁴,ny⁴⁴,ja³³lə⁵⁵za²¹,ny⁵⁵,nɨ⁵⁵,ny⁴⁵³,jɛ²¹vɛ̠³³,ɛ²¹viʔ³³,,,,穗子,他家有三棵__,s-nam¹,,ʔn,y,1
,169,peanut,,lo̠²¹ti⁵⁵soŋ³³,lo̠²¹ti⁵⁵soŋ³³,lo̠²¹ti⁵⁵soŋ³³,lo̠²¹ti²¹soŋ³³,,lo̠²¹ty⁵⁵ɕiŋ³³,lo̠̠²¹ti⁵⁵ɕo̠ŋ³³dzɿ²¹,lo²¹ti⁵⁵soŋ³³,lo²¹ti⁵⁵soŋ³³,lo²¹ti⁵⁵soŋ³³,,lɔ²¹ti⁵⁵ɕiu³³,lɔ²¹ti⁵⁵su³³,a⁵⁵tɕa⁵⁵la³³ʂɛ˞²¹,lo²¹ty⁵⁵soŋ³³,a⁵⁵nu³³tʰa⁵⁵tʰa²¹,a²⁴nu²¹tʰo³³lɛ̃³³,lo²¹soŋ³³,,,花生,桌上有三个__,,,,,
,170,walnut,sa²me¹,sɛ̤²¹mi⁵⁵,sɛ²¹mi⁵⁵,ɕɛ²¹mi⁵⁵,sɛ²¹mi⁵⁵,sɛ̤²¹mi⁵⁵,ɕɛ²¹mi⁵⁵,sɛŋ³⁵³,sa²¹me²⁴,sa²¹me²⁴,sa²¹me²⁴,sɛ²¹mi²⁴,sa²¹mei²⁴,sa²¹mi²⁴,ʂɛ˞²¹mi²⁴,sa²¹my²⁴,,ma³³maŋ⁵³,sa²¹mi³³,sa²¹mi²⁴,,核桃,桌上有三个__,,,s,a,2
,171,cotton,sa¹la²,sa⁵⁵la̤²¹,sa⁵⁵la²¹,sɑ⁵⁵lɑ²¹,sa⁵⁵la²¹,sɑ⁵⁵lɑ²¹,sɑ⁵⁵lɑ²¹,sa⁵⁵nə²¹,sa⁴⁴la²¹,sa⁴⁴la²¹,so⁴⁴lo²¹,sɐ⁴⁴la²¹,xɔ⁵⁵miao²¹,xɔ²⁴ɕi²⁴,sa⁵⁵la²¹,so⁴⁵lo²¹,so⁵⁵lo²¹,so⁵⁵lo²¹,sa³³la³³xuɛ˞³³,,,棉花,他家有三棵__,,,s,a,1
,172,ramie,dzi²,dzɿ²¹,dzɿ²¹,dzɿ²¹,,dzɿ²¹,dzɿ²¹,a⁵⁵wu⁵⁵nɛ²¹tsʰɿ³³,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dʑi²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dʑi²¹,dzɿ³³sɿ²¹,dzɿ²¹sɛ˞²¹sɿ⁵³,,,苎麻,他家有三棵__,,,dz,i,2
276,173,bean,a¹nu̠H,a⁵⁵nə̠³³,a⁵⁵no̠³³,a⁵⁵no̠³³,a⁵⁵no̠³³,ɑ⁵⁵no̠̠³³,a⁵⁵no̠̠³³,a⁵⁵nɔ³³,a⁴⁴nu⁴⁴,a³¹nu⁴⁴sɛ²¹,a⁴⁴nu⁴⁴,a⁴⁴no⁴⁴,"no³³, nu³³",a⁵⁵nu³³,a⁵⁵nɔ³³,a³³nuʔ³³,a⁵⁵nuʔ³³,a²⁴nu²¹,nu⁴⁵³,nu⁴⁵³,,豆子,桌上有三个__,s-nukH,*s-nokH  & *ʔ-bay²/atH,n,u̠,H
293,174,melon,pʰy²,a⁵⁵pʰy̥²¹,a⁵⁵pʰy̥²¹,a⁵⁵pʰy̥²¹,a⁵⁵pʰy̥²¹,ɑ⁵⁵pʰy²¹,a⁵⁵pʰy²¹,a⁵⁵pʰy²¹,a⁵⁵pʰy²¹,a⁵⁵pʰi²¹,a⁵⁵pʰy²¹,a⁵⁵pʰy²¹,,a⁵⁵pʰʉ²¹,a⁵⁵pʰɨ²¹,a⁵⁵pʰy²¹,pʰən²¹,pʰəŋ²¹,,,,瓜,桌上有三个__,,*pe²/³,pʰ,y,2
247,175,gourd,pʰy²,a⁵⁵mʉ̠²¹,a⁵⁵my̠²¹,a⁵⁵pʰy²¹kʰɑ²¹,a⁵⁵mø̠²¹,a⁵⁵my̠²¹kʰɑ²¹,a⁵⁵pʰy²¹kʰɑ²¹,a⁵⁵pʰy²¹hu²¹lu³³tu²¹,a²¹my⁵³,hu²¹lu²⁴,pʰiɛ²⁴,a⁴⁴mɛ⁵⁵kʰa²¹,a⁵⁵pʰə²¹tʰə³³,ã⁵⁵ã²¹,a⁵⁵pʰɨ²¹hu²¹lu²⁴,,a⁵⁵pʰɨ²¹,a²⁴pʰɨ²¹,a⁵⁵pʰɨ⁴¹,,,葫芦,桌上有三个__,,*(ʔə)-pu²,pʰ,y,2
,176,cucumber,sa²kje²,sɛ̤²¹kɛ̤²¹,sɛ²¹kɛ²¹,ɕɛ²¹kɛ²¹,sɛ²¹cɛ²¹,sɛ²¹kɛ²¹,ɕɛ²¹tɕɛ²¹,sɛ²¹kɛi²¹,sa²¹kai²¹,sa²¹kai²¹,sa²¹ke²¹,sɛ²¹kɛ²¹,sa²¹kei²¹,sa²¹ki²¹,ʂɛ²¹kɛ²¹,saŋ²¹kai²¹,sa²¹kɨ²¹,ɕi³³kĩŋ²¹,sa²¹kai²¹,,,黄瓜,桌上有三个__,,,s,a,2
,177,eggplant,ga¹zi³,ɦa⁵⁵zɿ³³,ɣɑ⁵⁵zɿ³³,,ɣa⁵⁵zɿ̩³³,hɑ⁵⁵zɿ³³,ɣɑ⁵⁵zɿ³³,ɦa²⁴zɿ³³,ɣa²⁴zɿ³³,ɣa²⁴zɿ³³,,ɣa⁴⁴zɿ³³,ɣɔ²⁴zɿ³³,tɕʰi⁵⁵tsɿ³³,ɣa²⁴zɿ³³,go²⁴zɿ³³,aŋ⁵⁵kɛ⁵⁵lɛ⁵⁵,ma³³kʰɨ²⁴,tɕʰue²¹tsɿ³³,,,茄子,桌上有三个__,,,g,a,1
,178,vegetable,ɣaŋ²tʃe̠ᶫ,wṳ²¹,wu²¹,wu²¹,wu²¹,wu²¹,wu²¹,wu²¹,wu²¹tɕi⁵³,wu²¹tɕi⁵³,ɣa²¹tɕi⁵³,wu²¹,ja²¹,va²¹,ɣa²¹,ɣa²¹tɕi̠³³,ɣa²¹,va²¹pʰi²⁴,wv̩²¹tsʰai³³,,,蔬菜,他家有三种__,ʔgyakL,,ɣ,aŋ,2
,178,vegetable,ɣaŋ²tʃe̠ᶫ,,,,,,,,wu²¹tɕi⁵³,wu²¹tɕi⁵³,ɣa²¹tɕi⁵³,,,,,ɣa²¹tɕi̠³³,,,wv̩²¹tsʰai³³,,,蔬菜,他家有三种__,ʔgyakL,,tʃ,e̠,L
282,179,greens,ɣaŋ²,wṳ²¹,wu²¹ĩ⁵⁵kʰɨ³³,wu²¹pʰi⁵⁵,wu²¹ĩ⁵⁵tʂʅ³³,wu²¹ĩ⁵⁵kʰɨ²¹,wu²¹pʰi⁵⁵,wu²¹n̩⁵⁵tsɿ³³,wu²¹pʰɛ²⁴,wu²¹tɕi⁵³,ɣa²¹dzɿ²¹,wu²¹tɕiɛ⁵⁵niɛ³³kʰɐ⁵³,ja²¹lɔ³³tsɿ³³,ɣɨ²⁴xu²¹va²¹,ɣa²¹pʰi⁵⁵,ɣa²¹tɕi̠³³,ɣa²¹pʰɛ⁵⁵,va²¹pʰi²⁴,tɕʰiŋ³³tsʰai³³,,,青菜,他家有三棵__,,*Craŋ²,ɣ,aŋ,2
,180,radish,ɣaŋ²tʃʰe¹,wṳ²¹tɕʰi⁵⁵,wu²¹tɕʰi⁵⁵,wu²¹tɕʰi⁵⁵,wu²¹tɕʰi⁵⁵,wu²¹tɕʰi⁵⁵,wu²¹tɕʰi⁵⁵,wu²¹tɕʰi⁵⁵,wu²¹tɕʰi⁴⁵,wu²¹dzɿ²¹,ɣa²¹tɕʰi²⁴,wu²¹tɕʰi⁴⁴,ja²¹tɕi⁵⁵mɔ³³,va²¹tɕʰi⁵⁵,ɣa²¹tɕʰi⁵⁵,ɣa²¹dzɿ²¹,ɣa²¹tɕʰɛ⁵⁵,va⁵⁵dʑi²¹da³³,wv̩²¹tsɿ²¹,,,萝卜,桌上有三个__,,,tʃʰ,e,1
286,181,garlic,kʰa²sy¹,kʰa̤²¹sy⁵⁵,kʰɑ²¹ɕy⁵⁵,kʰɑ²¹ɕy⁵⁵,kʰa²¹sy⁵⁵,kʰa̤²¹sy⁵⁵,kʰɨ²¹ɕy⁵⁵,kʰa²¹ɕy⁵⁵,kʰa²¹ɕy²⁴,kʰa²¹ɕy²⁴,kʰa²¹ɕy²⁴,kʰa²¹sy⁴⁴,kʰa²¹tsʰə⁵⁵,kʰɔ²¹ɕy⁵⁵,kʰa²¹ʃɨ⁵⁵,kʰa²¹sy³⁵²,ko²¹sɿ⁵⁵,kə²¹sə²⁴,kʰa²¹sɨ³³,,,蒜,桌上有三个__,,*swan¹/²,s,y,1
,182,ginger,tʃʰaŋ²,tʂʰṳ²¹,tʂʰu²¹,tsʰu²¹,tʂʰu²¹,tʂʰṳ²¹,tsʰu²¹,tsʰu²¹,tʂʰu²¹,tʂʰu²¹,tʂʰa²¹,tʂʰu²¹,tsʰa²¹,tsʰa²¹ti²¹,tsʰa²¹,ja³³ga²⁴tʂʰʅ²¹,tsa²¹pʰɛ⁵⁵,tsa²¹pʰi²⁴ka³³la̠ʔ²¹,tsʰo²¹tɕia³³pɛ˞³³,,,姜,桌上有三个__,,,tʃʰ,aŋ,2
,183,galangal,,a⁵⁵ʂo³³lo³³,,a⁵⁵tsʰo̠³³lo̠³³,a⁵⁵ɲɛ̠³³ba̠³³ka²¹tʂʰu²¹,,,a⁵⁵tso̠³³lo̠³³tsʰɿ⁵⁵za²¹,ka⁵⁵tʂʰu²¹,tʂʰu²¹ko²¹,tʂʰa²¹ka²¹,,tsa²¹tsɤ̪⁵⁵lɤ̪⁵⁵,a⁵⁵su³³lu³³,a⁵⁵sɔ³³lɔ³³,mi³⁵ʂu³³,pa³³tʃa³³ji⁵⁵,jaŋ²¹tsʰɿ²¹ku³³,kɛ˞³³no²¹tʰu³³tʰu⁴³,,,高良姜 (山奈),他家有三棵__,,,,,
277,184,chili pepper,pʰe¹,,,,,,,sɿ³³pʰi⁵⁵,,,,,,,a²¹pʰi⁵⁵sɿ³³,a³⁵mv̩²¹hĩ³⁵²,ma⁵⁵pʰi²¹,tsa²¹pʰi²⁴,,,,辣椒,桌上有三个__,,*C-patL/pi²,pʰ,e,1
278,185,fruit,sɛ²,sɛ̤²¹,sɛ²¹,ɕɛ²¹,sɛ²¹,sɛ̤²¹,sɿ̠³³ɕɛ²¹,sɛ²¹,sɛ²¹,sɿ⁴⁴sɛ²¹,sɛ˞²¹,sɛ²¹,sɛ²¹,,ʂɛ²¹ʂɛ²¹,ʔø³³,jɛ²¹ɕɛ²¹,ɕɛ²¹ma²⁴,sɿ⁵⁵sɛ⁴¹sɛ²¹,,,水果,桌上有三个__,sey,*si²,s,ɛ,2
,186,peach,sa²vy²,sø̤²¹ʔø̤²¹,sɛ²¹wu²¹,"ɕiu²¹, ɕɛ²¹wu²¹",,,ɕiu²¹ɕɛ²¹,sɛ²¹wu²¹,sa²¹ve²¹,sa²¹ve²¹,sa²¹ve²¹,,sa²¹ɣə²¹,sa²¹wu²¹,ʂɛ²¹ɣɨ²¹,sa²¹wu²¹ʔø³³,tsʰa²¹ɣɨ²¹,sa³³pʰɛ²¹,,,,桃子,桌上有三个__,,,s,a,2
,186,peach (a),sa²vy²,sø̤²¹ʔø̤²¹,sɛ²¹wu²¹,"ɕiu²¹, ɕɛ²¹wu²¹",,,ɕiu²¹ɕɛ²¹,sɛ²¹wu²¹,sa²¹ve²¹,sa²¹ve²¹,sa²¹ve²¹,,sa²¹ɣə²¹,sa²¹wu²¹,ʂɛ²¹ɣɨ²¹,sa²¹wu²¹ʔø³³,tsʰa²¹ɣɨ²¹,sa³³pʰɛ²¹,,,,桃子,桌上有三个__,,,v,y,2
,187,persimmon,mu²bɛ¹,m̩²¹bɛ⁵⁵,m̩²¹bɛ⁵⁵,m̩²¹bɛ⁵⁵,m̩²¹bɛ⁵⁵,m̩²¹bɛ⁵⁵pʰu²¹,m̩²¹bɛ⁵⁵,m̩²¹bɛ²⁴,m̩²¹bɛ²⁴,m̩²¹bɛ˞²⁴,m̩²¹bɛ²⁴,bɛ²⁴pʰu²¹,m̩²¹bɛ²⁴,m̩²¹bɛ²⁴,m̩²¹bɛ²⁴,ʝi³⁵³bɛ˞²⁴ʔø³³,,a²⁴tʰo⁵⁵ɕi³³pʰi²¹,a⁵⁵m̩²¹bɛ˞³³,a⁵⁵m̩²¹bɛ˞³³,,柿子,桌上有三个__,,,m,u,2
