LEXEME,REPLACEMENT,COMMENT
"'ʔvi̠ᶫ tu³/gu²'","ʔvi̠ᶫtu³,gu²",
"pa̠²¹kʰɛ ̥²¹","pa̠²¹kʰɛ²¹",
"tʃʰe̠H du¹/²","tʃʰe̠Hdu¹/²",
"ʔvi̠ᶫ tu³/gu²","ʔvi̠ᶫtu³,gu²",
"py² / pjy²","py²,pjy²",
"lu²⁴di³³; vɛ⁵³tsɿ³³","lu²⁴di³³,vɛ⁵³tsɿ³³",
"lu²¹gu²⁴,lv̩²¹gv̩²⁴","lu²¹gu²⁴",
