ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
Yang-2011-1014-162,wheat,1077,WHEAT,小麦
Yang-2011-1014-163,buckwheat,2040,BUCKWHEAT,荞麦/荞子
Yang-2011-1014-164,millet,931,MILLET,稷
Yang-2011-1014-165,barley,932,BARLEY,大麦
Yang-2011-1014-166,sorghum,347,SORGHUM,高粱
Yang-2011-1014-167,job's tears,3281,JOB'S TEARS,薏苡
Yang-2011-1014-168,corn,506,MAIZE,玉米
Yang-2011-1014-169,ear of grain,3244,EAR (OF GRAIN),穗子
Yang-2011-1014-170,peanut,2364,PEANUT,花生
Yang-2011-1014-171,walnut,2042,WALNUT,核桃
Yang-2011-1014-172,cotton,1850,COTTON,棉花
Yang-2011-1014-173,ramie,3063,RAMIE,苎麻
Yang-2011-1014-174,bean,832,BEAN,豆子
Yang-2011-1014-175,melon,507,MELON,瓜
Yang-2011-1014-176,gourd,411,GOURD,葫芦
Yang-2011-1014-177,cucumber,496,CUCUMBER,黄瓜
Yang-2011-1014-178,eggplant,1146,AUBERGINE,茄子
Yang-2011-1014-179,vegetable,924,VEGETABLES,蔬菜
Yang-2011-1014-180,cabbage greens,774,CABBAGE,青菜
Yang-2011-1014-181,radish,2365,RADISH,萝卜
Yang-2011-1014-182,garlic,2368,GARLIC,蒜
Yang-2011-1014-183,ginger,2500,GINGER,姜
Yang-2011-1014-184,galangal,,,高良姜 (山奈)
Yang-2011-1014-185,chili pepper,919,CHILI PEPPER,辣椒
Yang-2011-1014-186,fruit,1507,FRUIT,水果
Yang-2011-1014-187,peach,2043,PEACH,桃子
Yang-2011-1014-188,persimmon,2044,PERSIMMON,柿子
Yang-2011-1014-189,banana,868,BANANA,香蕉
Yang-2011-1014-190,taro,351,TARO,芋头
Yang-2011-1014-191,tobacco,974,TOBACCO,烟/烟草
Yang-2011-1014-192,grass,606,GRASS,草
Yang-2011-1014-193,thatch (cogon grass),279,THATCH,茅草
Yang-2011-1014-194,reed,659,REED,芦苇
Yang-2011-1014-195,mushroom,641,MUSHROOM,菌子
Yang-2011-1014-196,seed,714,SEED,种子
Yang-2011-1014-197,root,670,ROOT,根
Yang-2011-1014-198,stem; stalk,2628,PLANT STEM,茎
Yang-2011-1014-199,leaf,628,LEAF,叶子
Yang-2011-1014-200,sprout; bud,3358,SPROUT (SHOOT),芽(种子芽)
Yang-2011-1014-201,flower,239,FLOWER,花
Yang-2011-1014-202,wood,1803,WOOD,木
Yang-2011-1014-203,board,1227,BOARD,板子
Yang-2011-1014-204,stick,1295,STICK,棍子
Yang-2011-1014-205,branch,1531,BRANCH,树枝
Yang-2011-1014-206,tree bark,1204,BARK,树皮
Yang-2011-1014-207,unhulled rice,2749,UNHUSKED RICE,谷子（稻谷）
Yang-2011-1014-208,rice (grains),926,RICE,米
Yang-2011-1014-209,cooked rice,1191,COOKED RICE,饭
Yang-2011-1014-210,glutinous rice,2750,GLUTINOUS RICE,糯米
Yang-2011-1014-211,rice seedling,,,秧苗
Yang-2011-1014-212,rice hulls,2501,RICE HUSK,稻壳
Yang-2011-1014-213,chaff,2363,CHAFF (HUSK),谷壳
Yang-2011-1014-214,fruit peel,2373,SKIN (OF FRUIT),果皮
Yang-2011-1014-215,"shell (egg, etc)",598,SHELL,皮/壳(蛋)
Yang-2011-1014-216,thorn,124,THORN,刺
Yang-2011-1014-217,moss,637,MOSS,苔(青苔)
Yang-2011-1014-218,fern,,,蕨草
Yang-2011-1014-219,yeast,967,YEAST,酵母
Yang-2011-1014-220,ashes,646,ASH,灰(草木灰)
Yang-2011-1014-221,body,1480,BODY,身体
Yang-2011-1014-222,head,1256,HEAD,头
Yang-2011-1014-223,brains,1583,BRAIN,脑髓
Yang-2011-1014-224,forehead,123,FOREHEAD,额头
Yang-2011-1014-225,head hair,2648,HAIR (HEAD),头发
Yang-2011-1014-226,braid,1043,BRAID,辫子
Yang-2011-1014-227,face,1560,FACE,脸
Yang-2011-1014-228,eyebrow,1173,EYEBROW,眉毛
Yang-2011-1014-229,eye,1248,EYE,眼睛
Yang-2011-1014-230,eyeball,,,眼球
Yang-2011-1014-231,tears,1651,TEAR (OF EYE),眼泪
Yang-2011-1014-232,nose,1221,NOSE,鼻子
Yang-2011-1014-233,ear,1247,EAR,耳朵
Yang-2011-1014-234,cheeks,1730,CHEEK,颊
Yang-2011-1014-235,mouth,674,MOUTH,嘴
Yang-2011-1014-236,lips,478,LIP,嘴唇
Yang-2011-1014-237,teeth,1380,TOOTH,牙齿
Yang-2011-1014-238,front teeth,442,FRONT TOOTH (INCISOR),前牙
Yang-2011-1014-239,back teeth,1049,MOLAR TOOTH,后牙
Yang-2011-1014-240,gums,139,GUMS,齿龈
Yang-2011-1014-241,tongue,1205,TONGUE,舌头
Yang-2011-1014-242,beard; mustache,678,BEARD,胡子
Yang-2011-1014-243,chin,1510,CHIN,下巴
Yang-2011-1014-244,neck,1333,NECK,脖子
Yang-2011-1014-245,throat,1346,THROAT,喉咙
Yang-2011-1014-246,shoulder,1482,SHOULDER,肩膀
Yang-2011-1014-247,joint,999,JOINT,关节
Yang-2011-1014-248,hand/arm,2121,ARM OR HAND,手·胳臂
Yang-2011-1014-249,hand,1277,HAND,手
Yang-2011-1014-250,arm,1673,ARM,手臂
Yang-2011-1014-251,palm (of hand),1183,PALM OF HAND,手掌
Yang-2011-1014-252,wrist,799,WRIST,手腕
Yang-2011-1014-253,elbow,981,ELBOW,肘
Yang-2011-1014-254,finger,1303,FINGER,指/手指
Yang-2011-1014-255,index finger,577,FOREFINGER,食指
Yang-2011-1014-256,pinkie finger,2774,LITTLE FINGER,小手指
Yang-2011-1014-257,thumb,1781,THUMB,拇指
Yang-2011-1014-258,fingernail,1258,FINGERNAIL,指甲
Yang-2011-1014-259,buttocks,834,BUTTOCKS,屁股
Yang-2011-1014-260,hip,1745,HIP,臀部
Yang-2011-1014-261,foot/leg,2098,FOOT OR LEG,脚·腿
Yang-2011-1014-262,leg,1297,LEG,腿
Yang-2011-1014-263,foot,1301,FOOT,脚
Yang-2011-1014-264,thigh,800,THIGH,大腿
Yang-2011-1014-265,calf (of leg),498,CALF OF LEG,小腿
Yang-2011-1014-266,sole (of foot),2666,SOLE (FOOT),脚底
Yang-2011-1014-267,heel,980,HEEL,脚后跟
Yang-2011-1014-268,ankle (joint),803,ANKLE,踝
Yang-2011-1014-269,knee,1371,KNEE,膝/膝盖
Yang-2011-1014-270,toe,1389,TOE,趾/脚趾
Yang-2011-1014-271,big toe,,,大趾
Yang-2011-1014-272,chest,1592,CHEST,胸脯
Yang-2011-1014-273,back,1291,BACK,脊背
Yang-2011-1014-274,breast,1402,BREAST,乳房
Yang-2011-1014-275,armpit,1886,ARMPIT,腋下/腋窝
Yang-2011-1014-276,skin,763,SKIN,皮肤
Yang-2011-1014-277,bone,1394,BONE,骨头
Yang-2011-1014-278,rib,801,RIB,肋骨
Yang-2011-1014-279,stomach,819,STOMACH,胃
Yang-2011-1014-280,belly,1251,BELLY,肚子/腹部
Yang-2011-1014-281,navel,1838,NAVEL,脐 (肚脐)
Yang-2011-1014-282,waist,1681,WAIST,腰
Yang-2011-1014-283,kidney,489,KIDNEY,肾/腰子
Yang-2011-1014-284,intestines,1991,INTESTINES,肠子
Yang-2011-1014-285,heart,1223,HEART,心
Yang-2011-1014-286,liver,1224,LIVER,肝
Yang-2011-1014-287,lung,688,LUNG,肺/肺脏
Yang-2011-1014-288,bladder?,1746,BLADDER,膀胱
Yang-2011-1014-289,gallbladder,,,胆/苦胆
Yang-2011-1014-290,bile,1780,BILE,胆汁
Yang-2011-1014-291,sweat,125,SWEAT (SUBSTANCE),汗
Yang-2011-1014-292,blood,946,BLOOD,血
Yang-2011-1014-293,snot,208,NASAL MUCUS (SNOT),鼻涕/粘液
Yang-2011-1014-294,phlegm,3061,PHLEGM,痰
Yang-2011-1014-295,saliva,1503,SALIVA,口水
Yang-2011-1014-296,milk,635,MILK,奶
Yang-2011-1014-297,excrement,675,FAECES (EXCREMENT),屎
Yang-2011-1014-298,urine,1142,URINE,尿
Yang-2011-1014-299,pus,1808,PUS,脓
Yang-2011-1014-300,sore (wound),51,SORE,疮
Yang-2011-1014-301,body hair; feathers,2381,FEATHER OR FUR OR HAIR,毛(翎毛)
Yang-2011-1014-302,penis,1222,PENIS,阴茎
Yang-2011-1014-303,vulva,1837,VULVA,女阴
Yang-2011-1014-304,anus,1935,ANUS,肛门
Yang-2011-1014-305,tendon,1137,TENDON,筋/腱
Yang-2011-1014-306,breath,870,BREATH,呼吸
Yang-2011-1014-307,strength,202,STRENGTH,力气
Yang-2011-1014-308,person,683,PERSON,人
Yang-2011-1014-309,male,1553,MALE,男人
Yang-2011-1014-310,female,1551,FEMALE,女人
Yang-2011-1014-311,Autonym,,,(自称)
Yang-2011-1014-312,Han Chinese,,,汉族
Yang-2011-1014-314,Bai,,,白族
Yang-2011-1014-315,Dai,,,傣族
Yang-2011-1014-316,child,2099,CHILD,儿童
Yang-2011-1014-317,elderly person,725,OLD PERSON,老人
Yang-2011-1014-318,older man,406,OLD MAN,老男人
Yang-2011-1014-319,older woman,907,OLD WOMAN,老女人
Yang-2011-1014-320,boy,1366,BOY,青年男人
Yang-2011-1014-321,girl,1646,GIRL,青年女人
Yang-2011-1014-322,friend,1325,FRIEND,朋友
Yang-2011-1014-323,enemy,1358,ENEMY,敌人
Yang-2011-1014-324,host,1545,HOST,主人
Yang-2011-1014-325,guest,1782,GUEST,客人
Yang-2011-1014-326,lame person,2322,LAME PERSON,瘸子/跛子
Yang-2011-1014-327,official,3361,OFFICIAL,官
Yang-2011-1014-328,high official,,,大官
Yang-2011-1014-329,low official,,,小官
Yang-2011-1014-330,emperor,1508,KING,皇帝
Yang-2011-1014-331,doctor,597,PHYSICIAN,医生
Yang-2011-1014-332,blacksmith,1001,BLACKSMITH,铁匠/锻工
Yang-2011-1014-333,soldier,1941,SOLDIER,兵/士兵
Yang-2011-1014-334,bride,1266,BRIDE,新娘
Yang-2011-1014-335,groom,3282,GROOM,新郎
Yang-2011-1014-336,widow,1756,WIDOW,寡妇
Yang-2011-1014-337,widower,1981,WIDOWER,寡郎
Yang-2011-1014-339,blind,1653,BLIND,盲; 瞎子
Yang-2011-1014-340,deaf,996,DEAF,聋(子)
Yang-2011-1014-341,father's father,2560,PATERNAL GRANDFATHER,爷爷
Yang-2011-1014-342,father's mother,3015,PATERNAL GRANDMOTHER,奶奶
Yang-2011-1014-343,GP father,,,祖父
Yang-2011-1014-344,GP mother,,,祖母
Yang-2011-1014-345,father,1217,FATHER,父亲
Yang-2011-1014-346,mother,1216,MOTHER,母亲
Yang-2011-1014-347,wife's father,1055,FATHER-IN-LAW,岳父
Yang-2011-1014-348,wife's mother,1050,MOTHER-IN-LAW,岳母
Yang-2011-1014-349,older brother,1759,OLDER BROTHER,哥哥
Yang-2011-1014-350,older sister,1758,OLDER SISTER,姐姐
Yang-2011-1014-352,younger brother of a female,2417,YOUNGER BROTHER (OF WOMAN),弟弟
Yang-2011-1014-354,younger sister of a male,2420,YOUNGER SISTER (OF MAN),妹妹
Yang-2011-1014-355,siblings,1640,SIBLING,兄弟姐妹
Yang-2011-1014-356,oldest sibling,,,老大
Yang-2011-1014-357,second sibling,,,老二
Yang-2011-1014-359,youngest child,,,老幺
Yang-2011-1014-360,husband,1200,HUSBAND,丈夫
Yang-2011-1014-361,wife,1199,WIFE,妻子
Yang-2011-1014-362,son,1620,SON,儿子
Yang-2011-1014-363,daughter,1357,DAUGHTER,女儿 (姑娘)
Yang-2011-1014-364,daughter-in-law,1057,DAUGHTER-IN-LAW,儿媳 (媳妇)
Yang-2011-1014-365,son-in-law,1056,SON-IN-LAW,女婿
Yang-2011-1014-366,brother's son,,,侄子
Yang-2011-1014-367,brother's daughter,,,侄女
Yang-2011-1014-368,sis' child (Mvpt),,,外甥/外甥女
Yang-2011-1014-369,son's son,2702,GRANDSON (SON'S SON),孙子
Yang-2011-1014-370,son's daughter,,,孙女
Yang-2011-1014-371,ancestor,1669,ANCESTORS,祖先
Yang-2011-1014-372,father's OB,2173,PATERNAL UNCLE (FATHER'S OLDER BROTHER),伯父
Yang-2011-1014-373,father's BW,,,伯母
Yang-2011-1014-374,father's OS,3041,PATERNAL AUNT (FATHER'S OLDER SISTER),姑妈
Yang-2011-1014-375,father's YB,2174,PATERNAL UNCLE (FATHER'S YOUNGER BROTHER),叔叔
Yang-2011-1014-376,mother's OB,,,舅舅
Yang-2011-1014-377,mother's OS,3042,MATERNAL AUNT (MOTHER'S OLDER SISTER),姨母
Yang-2011-1014-378,male suffix,,,公的
Yang-2011-1014-379,female suffix,,,母的
Yang-2011-1014-380,father+children (CLF),,,三父子
Yang-2011-1014-381,mother+children (CLF),,,三母子
Yang-2011-1014-382,grandfather+grandchildren (CLF),,,三爷孙
Yang-2011-1014-383,grandmother+grandchildren (CLF),,,三奶孙
Yang-2011-1014-384,house,1252,HOUSE,房子
Yang-2011-1014-385,home,2406,HOME,家
Yang-2011-1014-386,wall,933,WALL (OF HOUSE),墙壁
Yang-2011-1014-387,roof,769,ROOF,房顶
Yang-2011-1014-388,tile (ceramic),,,瓦片
Yang-2011-1014-389,beam [main],1132,BEAM,梁(主)
Yang-2011-1014-390,beam[small],1132,BEAM,梁(小)
Yang-2011-1014-391,post; pillar,281,POST,柱子(大)
Yang-2011-1014-392,door,1567,DOOR,门
Yang-2011-1014-393,room,1450,ROOM,房间
Yang-2011-1014-394,fire-pit,,,火塘
Yang-2011-1014-395,charcoal,1188,CHARCOAL,木炭
Yang-2011-1014-396,field; wet field,140,PADDY FIELD,田 (稻田)
Yang-2011-1014-397,dry field,2794,FIELD (UPLAND),田 (旱田)
Yang-2011-1014-398,garden,586,GARDEN,菜园
Yang-2011-1014-399,pen; fold,851,STABLE,圈(牛圈)
Yang-2011-1014-400,granary,3025,BARN OR SHED,仓（装粮食的柜子）
Yang-2011-1014-401,shrine; temple,911,TEMPLE,庙
Yang-2011-1014-402,tomb; grave,1773,GRAVE,坟墓
Yang-2011-1014-403,graveyard,3284,GRAVEYARD,墓地
Yang-2011-1014-404,head-wrap,,,头巾
Yang-2011-1014-405,headdress,331,HEADDRESS,饰头巾
Yang-2011-1014-406,hat,771,HAT,帽子
Yang-2011-1014-407,earring,770,EARRING,耳环
Yang-2011-1014-408,bracelet,1754,BRACELET,手镯
Yang-2011-1014-409,ring (for finger),1374,RING,戒指
Yang-2011-1014-410,clothing,1895,CLOTHES,衣服
Yang-2011-1014-411,collar,2012,COLLAR,衣领
Yang-2011-1014-412,sleeve,2953,SLEEVE,袖子
Yang-2011-1014-413,button,757,BUTTON,钮扣
Yang-2011-1014-414,palm bark rain cape,,,蓑衣
Yang-2011-1014-415,pants,809,TROUSERS,裤子
Yang-2011-1014-416,belt,772,BELT,裤带
Yang-2011-1014-417,shoes,1381,SHOE,鞋
Yang-2011-1014-418,cloth (fabric),1616,CLOTH,布
Yang-2011-1014-419,baby sling,,,背兜
Yang-2011-1014-420,shoulder bag,,,肩袋
Yang-2011-1014-421,blanket; quilt,806,BLANKET,被子
Yang-2011-1014-422,pillow,1044,PILLOW,枕头
Yang-2011-1014-423,mat,195,MAT,(垫)席
Yang-2011-1014-424,rice powder,3285,RICE FLOUR,米粉
Yang-2011-1014-425,flour,1594,FLOUR,面粉
Yang-2011-1014-426,porridge,2049,CONGEE,粥
Yang-2011-1014-427,oil,1484,OIL (ORGANIC SUBSTANCE),油
Yang-2011-1014-428,lard,1282,FAT (FROM ANIMALS),动物油
Yang-2011-1014-429,salt,1274,SALT,盐
Yang-2011-1014-430,meat,2615,FLESH OR MEAT,肉
Yang-2011-1014-431,soup,1547,SOUP,汤 (菜汤)
Yang-2011-1014-432,liquor,842,LIQUOR,酒
Yang-2011-1014-433,tea,1373,TEA,茶 （茶水）
Yang-2011-1014-434,sugar,862,SUGAR,糖
Yang-2011-1014-435,jaggery,,,红糖
Yang-2011-1014-436,saw,1948,SAW,锯子
Yang-2011-1014-437,knife,1352,KNIFE,刀
Yang-2011-1014-438,kitchen knife,2772,KITCHEN KNIFE,菜刀
Yang-2011-1014-439,pointed knife,,,尖刀
Yang-2011-1014-440,sickle,341,SICKLE,镰刀
Yang-2011-1014-441,hatchet,677,AXE,斧头
Yang-2011-1014-442,hoe (large),284,HOE,锄头
Yang-2011-1014-443,plow,2154,PLOUGH (INSTRUMENT),犁
Yang-2011-1014-444,yoke,14,YOKE,牛轭
Yang-2011-1014-445,thing,,,东西
Yang-2011-1014-446,loom,1787,LOOM,织布机
Yang-2011-1014-447,needle,1382,NEEDLE (FOR SEWING),针
Yang-2011-1014-448,awl,278,AWL,锥子
Yang-2011-1014-449,thread,1161,THREAD,线 (缝衣用的)
Yang-2011-1014-450,ball (of thread),1845,BALL,线球
Yang-2011-1014-451,rope; string,362,STRING,绳子
Yang-2011-1014-452,chain,1627,CHAIN,链子
Yang-2011-1014-453,whip (horse whip),2630,WHIP,鞭子 (马鞭子)
Yang-2011-1014-454,winnowing basket,2051,DUSTPAN,簸箕 (簸米用)
Yang-2011-1014-455,bamboo sieve; sifter (fine),,,筛子(细的)
Yang-2011-1014-456,whetstone,295,WHETSTONE,磨刀石
Yang-2011-1014-457,millstone,2459,GRINDSTONE,石磨
Yang-2011-1014-458,hammer,1481,HAMMER,锤子
Yang-2011-1014-459,chisel,1979,CHISEL,凿子
Yang-2011-1014-460,rice huller,,,碓
Yang-2011-1014-461,rice pounder,,,米臼
Yang-2011-1014-462,mortar,224,MORTAR CRUSHER,臼
Yang-2011-1014-463,pestle,225,PESTLE,杵
Yang-2011-1014-464,medicine; herbal medicine,1372,MEDICINE,药
Yang-2011-1014-465,bamboo basket,3360,BAMBOO BASKET,箩筐 (背东西用)
Yang-2011-1014-466,broom,245,BROOM,扫帚
Yang-2011-1014-467,pot; pan; wok,1462,POT,锅 (炒菜的)
Yang-2011-1014-468,tub; bucket,2052,BUCKET,桶
Yang-2011-1014-469,"barrel, ceramic",2548,BARREL,土罐
Yang-2011-1014-470,washbasin,915,SINK (BASIN),盆
Yang-2011-1014-471,bag; sack,2468,BAG,袋子
Yang-2011-1014-472,comb (regular),1475,COMB,梳子
Yang-2011-1014-473,fine toothed comb,,,细密梳子
